City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Puerto Colombia,CO,2021-03-19 16:47:11,10.9878,-74.9547,89.6,55,40,5.75
276,Terbuny,RU,2021-03-19 16:47:12,52.1389,38.2789,28.62,92,100,4.61
277,Zhezkazgan,KZ,2021-03-19 16:47:12,47.8043,67.7144,31.53,74,100,14.36
278,Daru,PG,2021-03-19 16:47:12,-9.0763,143.2092,78.35,85,85,6.55
279,Sicuani,PE,2021-03-19 16:47:13,-14.2694,-71.2261,57.61,55,93,4.79
280,Pandan,PH,2021-03-19 16:47:13,14.0453,124.1694,79.43,84,62,5.46
281,Jobner,IN,2021-03-19 16:47:14,26.9667,75.3833,77.0,38,75,8.05
282,Aktash,RU,2021-03-19 16:47:14,50.3,87.7333,-3.46,71,0,5.21
283,Huarmey,PE,2021-03-19 16:47:15,-10.0681,-78.1522,77.72,64,45,11.79
284,Sorland,NO,2021-03-19 16:47:15,67.667,12.6934,42.8,70,75,17.27
285,Lompoc,US,2021-03-19 16:46:02,34.6391,-120.4579,57.0,76,20,5.75
286,Haines Junction,CA,2021-03-19 16:47:16,60.7522,-137.5108,10.4,56,100,14.97
287,Atarra,IN,2021-03-19 16:47:16,25.2833,80.5667,82.74,30,100,6.24
288,Sao Filipe,CV,2021-03-19 16:47:16,14.8961,-24.4956,74.25,68,0,10.67
289,Arkadelphia,US,2021-03-19 16:47:17,34.1209,-93.0538,54.0,54,75,10.36
290,Praia,CV,2021-03-19 16:47:17,14.9215,-23.5087,78.8,53,0,19.57
291,Smithers,CA,2021-03-19 16:47:17,54.7804,-127.1743,28.4,93,20,2.3
